,index,root,inflection,tag,rule,reg
2,3,plod,plodding,V;V.PTCP;PRS,@+ding,Irregular
3,4,stud,studding,V;V.PTCP;PRS,@+ding,Irregular
4,5,pod,podding,V;V.PTCP;PRS,@+ding,Irregular
5,6,prod,prodding,V;V.PTCP;PRS,@+ding,Irregular
6,7,underbid,underbidding,V;V.PTCP;PRS,@+ding,Irregular
7,8,bud,budding,V;V.PTCP;PRS,@+ding,Irregular
8,9,bobsled,bobsledding,V;V.PTCP;PRS,@+ding,Irregular
9,10,shred,shredding,V;V.PTCP;PRS,@+ding,Irregular
10,11,kid,kidding,V;V.PTCP;PRS,@+ding,Irregular
11,12,mud,mudding,V;V.PTCP;PRS,@+ding,Irregular
12,13,overbid,overbidding,V;V.PTCP;PRS,@+ding,Irregular
13,14,bed,bedding,V;V.PTCP;PRS,@+ding,Irregular
14,15,bid,bidding,V;V.PTCP;PRS,@+ding,Irregular
15,16,wed,wedding,V;V.PTCP;PRS,@+ding,Irregular
16,17,pad,padding,V;V.PTCP;PRS,@+ding,Irregular
17,18,skid,skidding,V;V.PTCP;PRS,@+ding,Irregular
18,19,cod,codding,V;V.PTCP;PRS,@+ding,Irregular
19,20,outbid,outbidding,V;V.PTCP;PRS,@+ding,Irregular
20,21,thud,thudding,V;V.PTCP;PRS,@+ding,Irregular
21,22,nod,nodding,V;V.PTCP;PRS,@+ding,Irregular
22,23,forbid,forbidding,V;V.PTCP;PRS,@+ding,Irregular
23,24,shed,shedding,V;V.PTCP;PRS,@+ding,Irregular
24,25,scud,scudding,V;V.PTCP;PRS,@+ding,Irregular
25,26,disbud,disbudding,V;V.PTCP;PRS,@+ding,Irregular
26,27,embed,embedding,V;V.PTCP;PRS,@+ding,Irregular
0,1,nonplus,nonplussing,V;V.PTCP;PRS,@+sing,Irregular
1,2,focus,focussing,V;V.PTCP;PRS,@+sing,Irregular
2,3,gas,gassing,V;V.PTCP;PRS,@+sing,Irregular
3,4,bias,biassing,V;V.PTCP;PRS,@+sing,Irregular
0,1,hum,humming,V;V.PTCP;PRS,@+ming,Irregular
1,2,clam,clamming,V;V.PTCP;PRS,@+ming,Irregular
2,3,dam,damming,V;V.PTCP;PRS,@+ming,Irregular
3,4,sham,shamming,V;V.PTCP;PRS,@+ming,Irregular
4,5,slam,slamming,V;V.PTCP;PRS,@+ming,Irregular
5,6,swim,swimming,V;V.PTCP;PRS,@+ming,Irregular
6,7,bum,bumming,V;V.PTCP;PRS,@+ming,Irregular
7,8,chum,chumming,V;V.PTCP;PRS,@+ming,Irregular
8,9,hem,hemming,V;V.PTCP;PRS,@+ming,Irregular
9,10,trim,trimming,V;V.PTCP;PRS,@+ming,Irregular
10,11,rim,rimming,V;V.PTCP;PRS,@+ming,Irregular
11,12,stem,stemming,V;V.PTCP;PRS,@+ming,Irregular
12,13,scram,scramming,V;V.PTCP;PRS,@+ming,Irregular
13,14,gum,gumming,V;V.PTCP;PRS,@+ming,Irregular
14,15,lam,lamming,V;V.PTCP;PRS,@+ming,Irregular
15,16,cram,cramming,V;V.PTCP;PRS,@+ming,Irregular
16,17,brim,brimming,V;V.PTCP;PRS,@+ming,Irregular
17,18,jam,jamming,V;V.PTCP;PRS,@+ming,Irregular
18,19,mum,mumming,V;V.PTCP;PRS,@+ming,Irregular
19,20,skim,skimming,V;V.PTCP;PRS,@+ming,Irregular
20,21,strum,strumming,V;V.PTCP;PRS,@+ming,Irregular
21,22,thrum,thrumming,V;V.PTCP;PRS,@+ming,Irregular
22,23,ram,ramming,V;V.PTCP;PRS,@+ming,Irregular
23,24,prim,primming,V;V.PTCP;PRS,@+ming,Irregular
24,25,slim,slimming,V;V.PTCP;PRS,@+ming,Irregular
25,26,drum,drumming,V;V.PTCP;PRS,@+ming,Irregular
0,1,rev,revving,V;V.PTCP;PRS,@+ving,Irregular
0,1,trek,trekking,V;V.PTCP;PRS,@+king,Irregular
1,2,yak,yakking,V;V.PTCP;PRS,@+king,Irregular
